exercise,sets,reps,weight,date,rpe,rir,logged_at,actual_next_weight
Bent Over Row (Dumbbell),3,10,200.0,2018-06-07,,,2018-06-07T19:33:02,210.0
Chin Up,3,10,25.0,2018-06-07,,,2018-06-07T19:33:02,65.0
Hammer High Row - 1 Arm,1,10,185.0,2018-06-07,,,2018-06-07T19:33:02,185.0
Hammer seated row (CLOSE GRIP),2,10,200.0,2018-06-07,,,2018-06-07T19:33:02,210.0
Hack Squat,2,9,230.0,2018-06-09,,,2018-06-09T12:35:35,280.0
Romanian Deadlift (Barbell),2,6,135.0,2018-06-09,,,2018-06-09T12:35:35,195.0
Squat (Barbell),2,3,385.0,2018-06-09,,,2018-06-09T12:35:35,370.0
Bench Press (Barbell),2,6,295.0,2018-06-10,,,2018-06-10T13:03:34,270.0
Lateral Raise (Dumbbells),2,14,50.0,2018-06-10,,,2018-06-10T13:03:34,40.0
Seated Shoulder  Press (Barbell),3,8,235.0,2018-06-10,,,2018-06-10T13:03:34,240.0
Chin Up,2,7,65.0,2018-06-11,,,2018-06-11T18:39:36,65.0
Seated Cable Row (close Grip),3,12,130.0,2018-06-11,,,2018-06-11T18:39:36,150.0
T-bar Row,2,8,115.0,2018-06-11,,,2018-06-11T18:39:36,130.0
Hack Squat,1,10,280.0,2018-06-13,,,2018-06-13T19:02:33,270.0
Leg outward fly,3,12,130.0,2018-06-13,,,2018-06-13T19:02:33,130.0
Romanian Deadlift (Barbell),2,7,195.0,2018-06-13,,,2018-06-13T19:02:33,195.0
Squat (Barbell),3,5,370.0,2018-06-13,,,2018-06-13T19:02:33,385.0
Incline Bench Press (Barbell),4,8,245.0,2018-06-14,,,2018-06-14T19:58:39,255.0
Lateral Raise (Dumbbells),3,16,40.0,2018-06-14,,,2018-06-14T19:58:39,50.0
Weighted dips,2,8,115.0,2018-06-14,,,2018-06-14T19:58:39,120.0
Face pull,3,12,70.0,2018-06-15,,,2018-06-15T20:34:44,90.0
Hammer seated row (CLOSE GRIP),3,10,210.0,2018-06-15,,,2018-06-15T20:34:44,230.0
Neutral Chin,4,10,26.5,2018-06-15,,,2018-06-15T20:34:44,30.0
T-bar Row,3,8,130.0,2018-06-15,,,2018-06-15T20:34:44,100.0
Squat (Barbell),2,3,385.0,2018-06-17,,,2018-06-17T16:08:39,315.0
Incline Bench Press (Barbell),2,6,255.0,2018-06-20,,,2018-06-20T19:19:34,250.0
Weighted dips,2,8,120.0,2018-06-20,,,2018-06-20T19:19:34,22.0
Chin Up,3,8,65.0,2018-06-22,,,2018-06-22T17:32:35,67.5
Face pull,3,10,90.0,2018-06-22,,,2018-06-22T17:32:35,80.0
Lat Pulldown,2,8,140.0,2018-06-22,,,2018-06-22T17:32:35,170.0
T-bar Row,3,12,100.0,2018-06-22,,,2018-06-22T17:32:35,137.5
Squat (Barbell),3,6,315.0,2018-06-23,,,2018-06-23T20:45:42,285.0
Bench Press (Barbell),2,8,270.0,2018-06-24,,,2018-06-24T18:24:02,275.0
Lateral Raise (Dumbbells),3,15,50.0,2018-06-24,,,2018-06-24T18:24:02,50.0
Seated Shoulder  Press (Barbell),4,6,240.0,2018-06-24,,,2018-06-24T18:24:02,235.0
Romanian Deadlift (Barbell),2,6,195.0,2018-06-26,,,2018-06-26T21:24:09,215.0
Squat (Barbell),3,6,285.0,2018-06-26,,,2018-06-26T21:24:09,365.0
Chin Up,3,8,67.5,2018-06-28,,,2018-06-28T19:51:45,70.0
Face pull,3,15,80.0,2018-06-28,,,2018-06-28T19:51:45,80.0
T-bar Row,3,8,137.5,2018-06-28,,,2018-06-28T19:51:45,135.0
Incline Bench Press (Barbell),2,8,250.0,2018-06-29,,,2018-06-29T18:57:11,250.0
Incline Press (Dumbbell),3,10,160.0,2018-06-29,,,2018-06-29T18:57:11,180.0
Lateral Raise (Dumbbells),3,12,50.0,2018-06-29,,,2018-06-29T18:57:11,60.0
Weighted dips,3,10,22.0,2018-06-29,,,2018-06-29T18:57:11,0.0
Romanian Deadlift (Barbell),3,10,215.0,2018-06-30,,,2018-06-30T15:32:38,205.0
Squat (Barbell),2,6,365.0,2018-06-30,,,2018-06-30T15:32:38,325.0
Chin Up,3,6,70.0,2018-07-02,,,2018-07-02T17:20:15,70.0
Hammer Curl (Dumbbell ),2,15,50.0,2018-07-02,,,2018-07-02T17:20:15,60.0
Hammer Row - Wide Grip,2,15,190.0,2018-07-02,,,2018-07-02T17:20:15,205.0
Hammer seated row (CLOSE GRIP),3,8,230.0,2018-07-02,,,2018-07-02T17:20:15,210.0
Bench Press (Barbell),2,6,275.0,2018-07-03,,,2018-07-03T18:15:15,245.0
Seated Shoulder  Press (Barbell),2,8,235.0,2018-07-03,,,2018-07-03T18:15:15,220.0
Leg press (hinge ),3,10,450.0,2018-07-04,,,2018-07-04T17:00:43,500.0
Romanian Deadlift (Barbell),2,8,205.0,2018-07-04,,,2018-07-04T17:00:43,215.0
Squat (Barbell),2,7,325.0,2018-07-04,,,2018-07-04T17:00:43,375.0
Chin Up,2,8,70.0,2018-07-06,,,2018-07-06T17:34:29,50.0
Hammer Curl (Dumbbell ),2,10,60.0,2018-07-06,,,2018-07-06T17:34:29,70.0
Hammer Row - Wide Grip,3,15,205.0,2018-07-06,,,2018-07-06T17:34:29,230.0
T-bar Row,2,8,135.0,2018-07-06,,,2018-07-06T17:34:29,140.0
Incline Bench Press (Barbell),4,8,250.0,2018-07-07,,,2018-07-07T16:35:28,245.0
Incline Press (Dumbbell),2,10,180.0,2018-07-07,,,2018-07-07T16:35:28,200.0
Lateral Raise (Dumbbells),2,12,60.0,2018-07-07,,,2018-07-07T16:35:28,50.0
Hack Squat,2,8,270.0,2018-07-08,,,2018-07-08T08:16:18,285.0
Romanian Deadlift (Barbell),2,8,215.0,2018-07-08,,,2018-07-08T08:16:18,225.0
Squat (Barbell),3,6,375.0,2018-07-08,,,2018-07-08T08:16:18,380.0
Bicep Curl (Barbell),3,13,70.0,2018-07-10,,,2018-07-10T06:43:29,95.0
Hammer seated row (CLOSE GRIP),2,11,210.0,2018-07-10,,,2018-07-10T06:43:29,230.0
Neutral Chin,4,10,30.0,2018-07-10,,,2018-07-10T06:43:29,62.0
T-bar Row,2,8,140.0,2018-07-10,,,2018-07-10T06:43:29,115.0
Bench Press (Barbell),3,9,245.0,2018-07-11,,,2018-07-11T07:00:24,245.0
Lateral Raise (Dumbbells),2,13,50.0,2018-07-11,,,2018-07-11T07:00:24,50.0
Seated Shoulder  Press (Barbell),2,9,220.0,2018-07-11,,,2018-07-11T07:00:24,225.0
Romanian Deadlift (Barbell),3,5,225.0,2018-07-14,,,2018-07-14T15:01:35,235.0
Squat (Barbell),4,5,380.0,2018-07-14,,,2018-07-14T15:01:35,330.0
Chin Up,5,10,50.0,2018-07-14,,,2018-07-14T15:41:08,0.0
Bench Press (Barbell),1,6,245.0,2018-07-15,,,2018-07-15T12:54:41,275.0
Incline Bench Press (Barbell),2,8,245.0,2018-07-15,,,2018-07-15T12:54:41,265.0
Incline Press (Dumbbell),1,8,200.0,2018-07-15,,,2018-07-15T12:54:41,180.0
Chin Up,3,10,0.0,2018-07-17,,,2018-07-17T19:42:11,0.0
Hammer Row - Wide Grip,2,11,230.0,2018-07-17,,,2018-07-17T19:42:11,190.0
Hammer seated row (CLOSE GRIP),2,10,230.0,2018-07-17,,,2018-07-17T19:42:11,240.0
Neutral Chin,4,8,62.0,2018-07-17,,,2018-07-17T19:42:11,13.0
Seated Cable Row (close Grip),2,12,150.0,2018-07-17,,,2018-07-17T19:42:11,130.0
Leg press (hinge ),3,12,500.0,2018-07-18,,,2018-07-18T20:03:34,470.0
Romanian Deadlift (Barbell),3,6,235.0,2018-07-18,,,2018-07-18T20:03:34,205.0
Squat (Barbell),4,7,330.0,2018-07-18,,,2018-07-18T20:03:34,335.0
Bench Press (Barbell),3,7,275.0,2018-07-19,,,2018-07-19T07:14:12,290.0
Bicep Curl (Barbell),2,8,95.0,2018-07-21,,,2018-07-21T08:11:10,70.0
Chin Up,5,12,0.0,2018-07-21,,,2018-07-21T08:11:10,75.0
Hammer High Row - 1 Arm,1,10,185.0,2018-07-21,,,2018-07-21T08:11:10,190.0
Hammer Row - Wide Grip,5,12,190.0,2018-07-21,,,2018-07-21T08:11:10,235.0
Leg press (hinge ),1,10,470.0,2018-07-22,,,2018-07-22T08:27:15,590.0
Romanian Deadlift (Barbell),2,7,205.0,2018-07-22,,,2018-07-22T08:27:15,235.0
Squat (Barbell),3,5,335.0,2018-07-22,,,2018-07-22T08:27:15,385.0
Incline Bench Press (Barbell),3,5,265.0,2018-07-23,,,2018-07-23T07:03:14,250.0
Incline Press (Dumbbell),2,11,180.0,2018-07-23,,,2018-07-23T07:03:14,200.0
Weighted dips,2,8,0.0,2018-07-23,,,2018-07-23T07:03:14,0.0
Bicep Curl (Barbell),1,12,70.0,2018-07-25,,,2018-07-25T07:39:28,80.0
Chin Up,3,6,75.0,2018-07-25,,,2018-07-25T07:39:28,25.0
Neutral Chin,2,10,13.0,2018-07-25,,,2018-07-25T07:39:28,45.0
Seated Cable Row (close Grip),4,11,130.0,2018-07-25,,,2018-07-25T07:39:28,150.0
T-bar Row,1,9,115.0,2018-07-25,,,2018-07-25T07:39:28,140.0
Leg press (hinge ),2,10,590.0,2018-07-26,,,2018-07-26T07:13:40,590.0
Romanian Deadlift (Barbell),2,7,235.0,2018-07-26,,,2018-07-26T07:13:40,235.0
Squat (Barbell),3,5,385.0,2018-07-26,,,2018-07-26T07:13:40,340.0
Bench Press (Barbell),4,6,290.0,2018-07-27,,,2018-07-27T07:37:04,295.0
Weighted dips,1,12,0.0,2018-07-27,,,2018-07-27T07:37:04,105.0
Bicep Curl (Barbell),1,10,80.0,2018-07-29,,,2018-07-29T09:06:38,90.0
Chin Up,3,10,25.0,2018-07-29,,,2018-07-29T09:06:38,70.0
Face pull,3,15,80.0,2018-07-29,,,2018-07-29T09:06:38,90.0
Hammer Row - Wide Grip,3,10,235.0,2018-07-29,,,2018-07-29T09:06:38,250.0
Hammer seated row (CLOSE GRIP),1,10,240.0,2018-07-29,,,2018-07-29T09:06:38,250.0
Neutral Chin,3,9,45.0,2018-07-29,,,2018-07-29T09:06:38,62.0
Romanian Deadlift (Barbell),2,6,235.0,2018-07-30,,,2018-07-30T06:34:37,235.0
Squat (Barbell),3,5,340.0,2018-07-30,,,2018-07-30T06:34:37,390.0
Incline Bench Press (Barbell),2,8,250.0,2018-07-31,,,2018-07-31T19:23:16,255.0
Incline Press (Dumbbell),1,8,200.0,2018-07-31,,,2018-07-31T19:23:16,180.0
Bicep Curl (Barbell),1,10,90.0,2018-08-02,,,2018-08-02T22:26:58,95.0
Chin Up,4,8,70.0,2018-08-02,,,2018-08-02T22:26:58,75.0
Hammer Row - Wide Grip,3,10,250.0,2018-08-02,,,2018-08-02T22:26:58,250.0
Hammer seated row (CLOSE GRIP),3,10,250.0,2018-08-02,,,2018-08-02T22:26:58,250.0
Leg press (hinge ),2,10,590.0,2018-08-03,,,2018-08-03T19:18:56,650.0
Romanian Deadlift (Barbell),3,8,235.0,2018-08-03,,,2018-08-03T19:18:56,235.0
Squat (Barbell),2,5,390.0,2018-08-03,,,2018-08-03T19:18:56,365.0
Bench Press (Barbell),3,5,295.0,2018-08-04,,,2018-08-04T12:07:03,290.0
Lateral Raise (Dumbbells),2,14,50.0,2018-08-04,,,2018-08-04T12:07:03,50.0
Seated Shoulder  Press (Barbell),2,8,225.0,2018-08-04,,,2018-08-04T12:07:03,195.0
Bicep Curl (Barbell),1,10,95.0,2018-08-06,,,2018-08-06T06:51:28,80.0
Hammer Row - Wide Grip,2,10,250.0,2018-08-06,,,2018-08-06T06:51:28,250.0
Hammer seated row (CLOSE GRIP),2,9,250.0,2018-08-06,,,2018-08-06T06:51:28,270.0
Neutral Chin,3,8,62.0,2018-08-06,,,2018-08-06T06:51:28,35.0
Incline Bench Press (Barbell),2,8,255.0,2018-08-08,,,2018-08-08T20:25:00,275.0
Seated Shoulder  Press (Barbell),2,8,195.0,2018-08-08,,,2018-08-08T20:25:00,230.0
Leg outward fly,3,12,130.0,2018-08-10,,,2018-08-10T17:55:03,120.0
Romanian Deadlift (Barbell),3,7,235.0,2018-08-10,,,2018-08-10T17:55:03,185.0
Squat (Barbell),3,5,365.0,2018-08-10,,,2018-08-10T17:55:03,395.0
Bicep Curl (Barbell),2,11,80.0,2018-08-11,,,2018-08-11T15:16:13,85.0
Chin Up,4,6,75.0,2018-08-11,,,2018-08-11T15:16:13,57.5
Hammer Row - Wide Grip,4,10,250.0,2018-08-11,,,2018-08-11T15:16:13,240.0
Neutral Chin,2,9,35.0,2018-08-11,,,2018-08-11T15:16:13,63.5
Bench Press (Barbell),3,6,290.0,2018-08-12,,,2018-08-12T13:39:51,295.0
Seated Shoulder  Press (Barbell),3,8,230.0,2018-08-12,,,2018-08-12T13:39:51,230.0
Romanian Deadlift (Barbell),3,10,185.0,2018-08-14,,,2018-08-14T07:00:58,245.0
Squat (Barbell),3,5,395.0,2018-08-14,,,2018-08-14T07:00:58,295.0
Bicep Curl (Barbell),2,11,85.0,2018-08-15,,,2018-08-15T07:22:28,85.0
Hammer Row - Wide Grip,2,10,240.0,2018-08-15,,,2018-08-15T07:22:28,230.0
Hammer seated row (CLOSE GRIP),2,7,270.0,2018-08-15,,,2018-08-15T07:22:28,250.0
Neutral Chin,2,9,63.5,2018-08-15,,,2018-08-15T07:22:28,57.5
Incline Bench Press (Barbell),2,4,275.0,2018-08-16,,,2018-08-16T11:44:33,265.0
Weighted dips,2,8,105.0,2018-08-16,,,2018-08-16T11:44:33,0.0
Chin Up,3,8,57.5,2018-08-18,,,2018-08-18T09:49:55,10.0
Hammer Row - Wide Grip,2,11,230.0,2018-08-18,,,2018-08-18T09:49:55,250.0
Neutral Chin,1,10,57.5,2018-08-18,,,2018-08-18T09:49:55,65.0
Squat (Barbell),2,5,295.0,2018-08-19,,,2018-08-19T14:10:34,405.0
Bench Press (Barbell),2,5,295.0,2018-08-21,,,2018-08-21T07:01:53,300.0
Seated Shoulder  Press (Barbell),3,8,230.0,2018-08-21,,,2018-08-21T07:01:53,235.0
Chin Up,2,14,10.0,2018-08-22,,,2018-08-22T07:36:34,25.0
Hammer High Row - 1 Arm,1,10,190.0,2018-08-22,,,2018-08-22T07:36:34,210.0
Romanian Deadlift (Barbell),2,8,245.0,2018-08-24,,,2018-08-24T18:45:40,235.0
Squat (Barbell),3,3,405.0,2018-08-24,,,2018-08-24T18:45:40,370.0
Incline Bench Press (Barbell),4,5,265.0,2018-08-25,,,2018-08-25T21:49:39,270.0
Lateral Raise (Dumbbells),1,12,50.0,2018-08-25,,,2018-08-25T21:49:39,50.0
Low Incline Dumbbell Bench,2,11,200.0,2018-08-25,,,2018-08-25T21:49:39,190.0
Bicep Curl (Barbell),3,12,85.0,2018-08-26,,,2018-08-26T13:22:48,85.0
Chin Up,1,12,25.0,2018-08-26,,,2018-08-26T13:22:48,70.0
Hammer High Row - 1 Arm,1,10,210.0,2018-08-26,,,2018-08-26T13:22:48,205.0
Hammer Row - Wide Grip,2,10,250.0,2018-08-26,,,2018-08-26T13:22:48,255.0
Hammer seated row (CLOSE GRIP),2,10,250.0,2018-08-26,,,2018-08-26T13:22:48,255.0
Neutral Chin,3,8,65.0,2018-08-26,,,2018-08-26T13:22:48,65.0
Leg press (hinge ),1,10,650.0,2018-08-28,,,2018-08-28T07:16:13,630.0
Squat (Barbell),3,5,370.0,2018-08-28,,,2018-08-28T07:16:13,335.0
Bench Press (Barbell),3,5,300.0,2018-08-29,,,2018-08-29T07:32:34,275.0
Seated Shoulder  Press (Barbell),3,8,235.0,2018-08-29,,,2018-08-29T07:32:34,225.0
Bicep Curl (Barbell),4,12,85.0,2018-08-30,,,2018-08-30T18:46:18,80.0
Chin Up,3,5,70.0,2018-08-30,,,2018-08-30T18:46:18,0.0
Hammer High Row - 1 Arm,3,11,205.0,2018-08-30,,,2018-08-30T18:46:18,220.0
Romanian Deadlift (Barbell),3,6,235.0,2018-09-01,,,2018-09-01T11:44:54,235.0
Squat (Barbell),3,5,335.0,2018-09-01,,,2018-09-01T11:44:54,365.0
Incline Bench Press (Barbell),5,5,270.0,2018-09-02,,,2018-09-02T14:57:32,275.0
Incline Press (Dumbbell),1,9,180.0,2018-09-02,,,2018-09-02T14:57:32,180.0
Lateral Raise (Dumbbells),3,12,50.0,2018-09-02,,,2018-09-02T14:57:32,50.0
Low Incline Dumbbell Bench,2,10,190.0,2018-09-02,,,2018-09-02T14:57:32,210.0
Bicep Curl (Barbell),2,11,80.0,2018-09-03,,,2018-09-03T09:44:05,85.0
Chin Up,1,11,0.0,2018-09-03,,,2018-09-03T09:44:05,60.0
Hammer High Row - 1 Arm,2,10,220.0,2018-09-03,,,2018-09-03T09:44:05,215.0
Hammer Row - Wide Grip,2,10,255.0,2018-09-03,,,2018-09-03T09:44:05,230.0
Hammer seated row (CLOSE GRIP),1,10,255.0,2018-09-03,,,2018-09-03T09:44:05,255.0
Neutral Chin,3,8,65.0,2018-09-03,,,2018-09-03T09:44:05,0.0
Deadlift (Barbell),3,6,335.0,2018-09-06,,,2018-09-06T21:59:51,355.0
Squat (Barbell),2,5,365.0,2018-09-06,,,2018-09-06T21:59:51,370.0
Bench Press (Barbell),3,5,275.0,2018-09-07,,,2018-09-07T21:00:21,285.0
Lateral Raise (Dumbbells),3,12,50.0,2018-09-07,,,2018-09-07T21:00:21,50.0
Seated Shoulder  Press (Barbell),3,8,225.0,2018-09-07,,,2018-09-07T21:00:21,230.0
Chin Up,1,8,60.0,2018-09-08,,,2018-09-08T13:08:31,10.0
Hammer High Row - 1 Arm,2,10,215.0,2018-09-08,,,2018-09-08T13:08:31,230.0
Hammer Row - Wide Grip,1,12,230.0,2018-09-08,,,2018-09-08T13:08:31,255.0
Hammer seated row (CLOSE GRIP),3,10,255.0,2018-09-08,,,2018-09-08T13:08:31,255.0
Neutral Chin,1,8,0.0,2018-09-08,,,2018-09-08T13:08:31,70.5
Leg press (hinge ),3,10,630.0,2018-09-11,,,2018-09-11T07:05:38,650.0
Squat (Barbell),3,5,370.0,2018-09-11,,,2018-09-11T07:05:38,340.0
Incline Bench Press (Barbell),2,5,275.0,2018-09-12,,,2018-09-12T07:14:15,270.0
Low Incline Dumbbell Bench,2,8,210.0,2018-09-12,,,2018-09-12T07:14:15,170.0
Weighted dips,2,12,0.0,2018-09-12,,,2018-09-12T07:14:15,0.0
Bicep Curl (Barbell),3,10,85.0,2018-09-13,,,2018-09-13T20:03:20,80.0
Chin Up,2,10,10.0,2018-09-13,,,2018-09-13T20:03:20,25.0
Hammer Row - Wide Grip,2,10,255.0,2018-09-13,,,2018-09-13T20:03:20,260.0
Hammer seated row (CLOSE GRIP),3,10,255.0,2018-09-13,,,2018-09-13T20:03:20,240.0
Neutral Chin,3,8,70.5,2018-09-13,,,2018-09-13T20:03:20,35.0
Deadlift (Barbell),1,5,355.0,2018-09-15,,,2018-09-15T23:00:27,375.0
Squat (Barbell),3,6,340.0,2018-09-15,,,2018-09-15T23:00:27,375.0
Bench Press (Barbell),2,5,285.0,2018-09-16,,,2018-09-16T18:34:09,295.0
Lateral Raise (Dumbbells),2,15,50.0,2018-09-16,,,2018-09-16T18:34:09,50.0
Seated Shoulder  Press (Barbell),3,8,230.0,2018-09-16,,,2018-09-16T18:34:09,235.0
Weighted dips,2,12,0.0,2018-09-16,,,2018-09-16T18:34:09,0.0
Chin Up,3,12,25.0,2018-09-17,,,2018-09-17T07:29:40,62.5
Hammer seated row (CLOSE GRIP),2,12,240.0,2018-09-17,,,2018-09-17T07:29:40,260.0
Neutral Chin,2,12,35.0,2018-09-17,,,2018-09-17T07:29:40,0.0
Squat (Barbell),2,5,375.0,2018-09-19,,,2018-09-19T21:33:50,275.0
Incline Bench Press (Barbell),3,5,270.0,2018-09-20,,,2018-09-20T18:45:46,265.0
Bicep Curl (Barbell),2,14,80.0,2018-09-21,,,2018-09-21T20:54:39,85.0
Chin Up,1,10,62.5,2018-09-21,,,2018-09-21T20:54:39,0.0
Hammer seated row (CLOSE GRIP),4,10,260.0,2018-09-21,,,2018-09-21T20:54:39,260.0
Seated Cable Row (close Grip),2,12,150.0,2018-09-21,,,2018-09-21T20:54:39,170.0
Chin Up,3,15,0.0,2018-09-24,,,2018-09-24T21:23:45,15.0
Neutral Chin,2,10,0.0,2018-09-24,,,2018-09-24T21:23:45,65.0
Lateral Raise (Dumbbells),2,15,50.0,2018-09-25,,,2018-09-25T19:55:52,50.0
Low Incline Dumbbell Bench,2,10,170.0,2018-09-25,,,2018-09-25T19:55:52,170.0
