exercise,sets,reps,weight,date,rpe,rir,logged_at,actual_next_weight
Leg Extension (Machine),2,15,135.0,2016-09-06,,,2016-09-06T19:56:20,125.0
Leg curl,3,10,125.0,2016-09-06,,,2016-09-06T19:56:20,140.0
Leg press (hinge ),2,15,470.0,2016-09-06,,,2016-09-06T19:56:20,475.0
Squat (Barbell),2,6,330.0,2016-09-06,,,2016-09-06T19:56:20,320.0
Seated Shoulder  Press (Barbell),2,8,205.0,2016-09-07,,,2016-09-07T15:59:06,225.0
Seated Shoulder Press (Dumbbell),2,12,60.0,2016-09-07,,,2016-09-07T15:59:06,100.0
Weighted dips,2,9,90.0,2016-09-07,,,2016-09-07T15:59:06,105.0
Bicep Curl (Barbell),2,12,75.0,2016-09-09,,,2016-09-09T14:22:08,95.0
Chin Up,3,10,55.0,2016-09-09,,,2016-09-09T14:22:08,50.0
Lat Pulldown,2,10,135.0,2016-09-09,,,2016-09-09T14:22:08,140.0
Pull Up,2,10,35.0,2016-09-09,,,2016-09-09T14:22:08,25.0
Rear delt fly,3,15,130.0,2016-09-09,,,2016-09-09T14:22:08,130.0
Seated Cable Row (close Grip),2,8,175.0,2016-09-09,,,2016-09-09T14:22:08,190.0
T-bar Row,2,10,137.5,2016-09-09,,,2016-09-09T14:22:08,137.5
Leg outward fly,3,12,110.0,2016-09-10,,,2016-09-10T14:22:28,120.0
Leg press (hinge ),3,12,475.0,2016-09-10,,,2016-09-10T14:22:28,500.0
Squat (Barbell),2,8,320.0,2016-09-10,,,2016-09-10T14:22:28,225.0
Incline Press (Dumbbell),2,12,140.0,2016-09-11,,,2016-09-11T11:50:14,180.0
Lateral Raise (Dumbbells),2,10,50.0,2016-09-11,,,2016-09-11T11:50:14,50.0
Overhead Press (Dumbbell),1,10,60.0,2016-09-11,,,2016-09-11T11:50:14,120.0
Seated Shoulder  Press (Barbell),1,8,225.0,2016-09-11,,,2016-09-11T11:50:14,135.0
Weighted dips,3,9,105.0,2016-09-11,,,2016-09-11T11:50:14,107.5
Bicep Curl (Barbell),3,10,95.0,2016-09-13,,,2016-09-13T06:51:12,97.5
Chin Up,4,10,50.0,2016-09-13,,,2016-09-13T06:51:12,57.5
Hammer seated row (CLOSE GRIP),2,10,165.0,2016-09-13,,,2016-09-13T06:51:12,125.0
Lat Pulldown,1,10,140.0,2016-09-13,,,2016-09-13T06:51:12,155.0
Pull Up,1,11,25.0,2016-09-13,,,2016-09-13T06:51:12,0.0
Rear delt fly,3,15,130.0,2016-09-13,,,2016-09-13T06:51:12,130.0
T-bar Row,2,10,137.5,2016-09-13,,,2016-09-13T06:51:12,125.0
Deadlift (Barbell),1,5,350.0,2016-09-14,,,2016-09-14T15:21:27,255.0
Good Morning (Barbell),2,10,100.0,2016-09-14,,,2016-09-14T15:21:27,100.0
Leg outward fly,2,12,120.0,2016-09-14,,,2016-09-14T15:21:27,120.0
Squat (Barbell),2,5,225.0,2016-09-14,,,2016-09-14T15:21:27,265.0
Incline Bench Press (Barbell),2,8,225.0,2016-09-15,,,2016-09-15T18:46:12,227.5
Incline Press (Dumbbell),2,9,180.0,2016-09-15,,,2016-09-15T18:46:12,170.0
Landmine Press,3,8,105.0,2016-09-15,,,2016-09-15T18:46:12,115.0
Lateral Raise (Dumbbells),1,15,50.0,2016-09-15,,,2016-09-15T18:46:12,40.0
Tricep Extension,1,12,75.0,2016-09-15,,,2016-09-15T18:46:12,85.0
Bicep Curl (Barbell),3,10,97.5,2016-09-18,,,2016-09-18T13:42:54,100.0
Bicep Curl (Dumbbell),2,14,40.0,2016-09-18,,,2016-09-18T13:42:54,50.0
Chin Up,5,8,57.5,2016-09-18,,,2016-09-18T13:42:54,60.0
Hammer seated row (CLOSE GRIP),3,12,125.0,2016-09-18,,,2016-09-18T13:42:54,160.0
Pull Up,1,7,0.0,2016-09-18,,,2016-09-18T13:42:54,35.0
Rear delt fly,3,15,130.0,2016-09-18,,,2016-09-18T13:42:54,135.0
T-bar Row,4,8,125.0,2016-09-18,,,2016-09-18T13:42:54,135.0
Good Morning (Barbell),3,10,100.0,2016-09-19,,,2016-09-19T17:41:11,95.0
Leg curl,2,12,140.0,2016-09-19,,,2016-09-19T17:41:11,140.0
Leg press (hinge ),3,11,500.0,2016-09-19,,,2016-09-19T17:41:11,505.0
Squat (Barbell),4,5,265.0,2016-09-19,,,2016-09-19T17:41:11,320.0
Lateral Raise (Dumbbells),2,15,40.0,2016-09-20,,,2016-09-20T14:53:34,24.0
Seated Shoulder  Press (Barbell),2,6,135.0,2016-09-20,,,2016-09-20T14:53:34,135.0
Weighted dips,3,8,107.5,2016-09-20,,,2016-09-20T14:53:34,110.0
Chin Up,3,9,60.0,2016-09-22,,,2016-09-22T16:51:04,62.5
Hammer Curl (Dumbbell ),3,12,50.0,2016-09-22,,,2016-09-22T16:51:04,50.0
Lat Pulldown,2,12,155.0,2016-09-22,,,2016-09-22T16:51:04,155.0
Pull Up,1,9,35.0,2016-09-22,,,2016-09-22T16:51:04,0.0
Rear delt fly,3,12,135.0,2016-09-22,,,2016-09-22T16:51:04,135.0
Good Morning (Barbell),2,11,95.0,2016-09-23,,,2016-09-23T22:01:35,205.0
Leg curl,3,12,140.0,2016-09-23,,,2016-09-23T22:01:35,140.0
Leg outward fly,4,13,120.0,2016-09-23,,,2016-09-23T22:01:35,120.0
Leg press (hinge ),2,12,505.0,2016-09-23,,,2016-09-23T22:01:35,510.0
Squat (Barbell),4,6,320.0,2016-09-23,,,2016-09-23T22:01:35,325.0
Incline Bench Press (Barbell),2,8,227.5,2016-09-24,,,2016-09-24T17:16:20,230.0
Incline Press (Dumbbell),2,10,170.0,2016-09-24,,,2016-09-24T17:16:20,180.0
Lateral Raise (Dumbbells),2,18,24.0,2016-09-24,,,2016-09-24T17:16:20,30.0
Overhead Press (Dumbbell),1,12,120.0,2016-09-24,,,2016-09-24T17:16:20,140.0
Bicep Curl (Barbell),2,10,100.0,2016-09-26,,,2016-09-26T17:12:59,100.0
Bicep Curl (Dumbbell),2,12,50.0,2016-09-26,,,2016-09-26T17:12:59,40.0
Chin Up,2,8,62.5,2016-09-26,,,2016-09-26T17:12:59,65.0
Hammer Curl (Dumbbell ),1,10,50.0,2016-09-26,,,2016-09-26T17:12:59,50.0
Hammer seated row (CLOSE GRIP),3,12,160.0,2016-09-26,,,2016-09-26T17:12:59,160.0
Pull Up,1,10,0.0,2016-09-26,,,2016-09-26T17:12:59,35.0
Rear delt fly,2,13,135.0,2016-09-26,,,2016-09-26T17:12:59,145.0
T-bar Row,3,10,135.0,2016-09-26,,,2016-09-26T17:12:59,100.0
Lateral Raise (Dumbbells),2,14,30.0,2016-09-28,,,2016-09-28T15:33:16,40.0
Seated Shoulder  Press (Barbell),4,5,135.0,2016-09-28,,,2016-09-28T15:33:16,225.0
Seated Shoulder Press (Dumbbell),3,10,100.0,2016-09-28,,,2016-09-28T15:33:16,80.0
Weighted dips,4,10,110.0,2016-09-28,,,2016-09-28T15:33:16,0.0
Leg press (hinge ),2,12,510.0,2016-09-29,,,2016-09-29T21:58:16,520.0
Squat (Barbell),4,6,325.0,2016-09-29,,,2016-09-29T21:58:16,185.0
Bent Over Row (Dumbbell),3,10,160.0,2016-09-30,,,2016-09-30T21:54:37,100.0
Bicep Curl (Barbell),3,10,100.0,2016-09-30,,,2016-09-30T21:54:37,100.0
Bicep Curl (Dumbbell),1,16,40.0,2016-09-30,,,2016-09-30T21:54:37,50.0
Chin Up,3,8,65.0,2016-09-30,,,2016-09-30T21:54:37,70.0
Hammer seated row (CLOSE GRIP),3,12,160.0,2016-09-30,,,2016-09-30T21:54:37,145.0
Incline Bench Press (Barbell),3,8,230.0,2016-10-02,,,2016-10-02T19:03:54,135.0
Incline Press (Dumbbell),3,11,180.0,2016-10-02,,,2016-10-02T19:03:54,190.0
Weighted dips,2,11,0.0,2016-10-02,,,2016-10-02T19:03:54,125.0
Leg curl,2,10,140.0,2016-10-04,,,2016-10-04T11:11:42,145.0
Leg press (hinge ),2,12,520.0,2016-10-04,,,2016-10-04T11:11:42,550.0
Squat (Barbell),3,5,185.0,2016-10-04,,,2016-10-04T11:11:42,225.0
Bicep Curl (Barbell),3,10,100.0,2016-10-06,,,2016-10-06T17:41:20,75.0
Chin Up,3,8,70.0,2016-10-06,,,2016-10-06T17:41:20,70.0
Hammer Curl (Dumbbell ),2,12,50.0,2016-10-06,,,2016-10-06T17:41:20,70.0
Hammer seated row (CLOSE GRIP),1,12,145.0,2016-10-06,,,2016-10-06T17:41:20,150.0
Rear delt fly,3,12,145.0,2016-10-06,,,2016-10-06T17:41:20,145.0
Seated Cable Row (close Grip),2,10,190.0,2016-10-06,,,2016-10-06T17:41:20,190.0
Seated Shoulder  Press (Barbell),3,8,225.0,2016-10-07,,,2016-10-07T14:32:11,225.0
Shoulder Press (Standing),2,8,105.0,2016-10-07,,,2016-10-07T14:32:11,65.0
Weighted dips,3,8,125.0,2016-10-07,,,2016-10-07T14:32:11,125.0
Leg curl,3,12,145.0,2016-10-09,,,2016-10-09T17:05:27,150.0
Leg outward fly,3,12,120.0,2016-10-09,,,2016-10-09T17:05:27,120.0
Leg press (hinge ),3,11,550.0,2016-10-09,,,2016-10-09T17:05:27,560.0
Squat (Barbell),2,6,225.0,2016-10-09,,,2016-10-09T17:05:27,365.0
Bicep Curl (Barbell),2,12,75.0,2016-10-11,,,2016-10-11T17:17:44,100.0
Chin Up,4,8,70.0,2016-10-11,,,2016-10-11T17:17:44,70.0
Rear delt fly,3,15,145.0,2016-10-11,,,2016-10-11T17:17:44,135.0
Seated Cable Row (close Grip),4,10,190.0,2016-10-11,,,2016-10-11T17:17:44,205.0
Incline Bench Press (Barbell),3,5,135.0,2016-10-12,,,2016-10-12T17:38:23,145.0
Incline Press (Dumbbell),2,10,190.0,2016-10-12,,,2016-10-12T17:38:23,180.0
Overhead Press (Barbell),2,12,40.0,2016-10-12,,,2016-10-12T17:38:23,130.0
Leg curl,2,12,150.0,2016-10-13,,,2016-10-13T16:31:51,140.0
Leg outward fly,3,14,120.0,2016-10-13,,,2016-10-13T16:31:51,120.0
Leg press (hinge ),3,10,560.0,2016-10-13,,,2016-10-13T16:31:51,540.0
Romanian Deadlift (Barbell),3,10,135.0,2016-10-13,,,2016-10-13T16:31:51,145.0
Squat (Barbell),1,5,365.0,2016-10-13,,,2016-10-13T16:31:51,370.0
Bicep Curl (Barbell),1,10,100.0,2016-10-15,,,2016-10-15T18:08:55,85.0
Bicep Curl (Dumbbell),3,12,50.0,2016-10-15,,,2016-10-15T18:08:55,50.0
Chin Up,3,9,70.0,2016-10-15,,,2016-10-15T18:08:55,72.5
Hammer seated row (CLOSE GRIP),3,10,150.0,2016-10-15,,,2016-10-15T18:08:55,160.0
Rear delt fly,2,12,135.0,2016-10-15,,,2016-10-15T18:08:55,140.0
Seated Shoulder  Press (Barbell),6,8,225.0,2016-10-16,,,2016-10-16T16:15:25,230.0
Seated Shoulder Press (Dumbbell),6,12,80.0,2016-10-16,,,2016-10-16T16:15:25,80.0
Weighted dips,4,10,125.0,2016-10-16,,,2016-10-16T16:15:25,90.0
Leg Extension (Machine),2,12,125.0,2016-10-17,,,2016-10-17T16:43:20,155.0
Romanian Deadlift (Barbell),3,10,145.0,2016-10-17,,,2016-10-17T16:43:20,185.0
Squat (Barbell),2,5,370.0,2016-10-17,,,2016-10-17T16:43:20,225.0
Chin Up,3,8,72.5,2016-10-19,,,2016-10-19T18:17:58,75.0
Lat Pulldown,3,12,155.0,2016-10-19,,,2016-10-19T18:17:58,185.0
Rear delt fly,3,12,140.0,2016-10-19,,,2016-10-19T18:17:58,140.0
Incline Bench Press (Barbell),2,5,145.0,2016-10-20,,,2016-10-20T22:11:16,237.5
Incline Press (Dumbbell),2,12,180.0,2016-10-20,,,2016-10-20T22:11:16,190.0
Leg outward fly,3,12,120.0,2016-10-21,,,2016-10-21T19:25:08,130.0
Leg press (hinge ),3,12,540.0,2016-10-21,,,2016-10-21T19:25:08,610.0
Romanian Deadlift (Barbell),3,10,185.0,2016-10-21,,,2016-10-21T19:25:08,215.0
Squat (Barbell),2,5,225.0,2016-10-21,,,2016-10-21T19:25:08,315.0
Bicep Curl (Barbell),2,12,85.0,2016-10-23,,,2016-10-23T13:14:37,105.0
Chin Up,5,6,75.0,2016-10-23,,,2016-10-23T13:14:37,80.0
Hammer seated row (CLOSE GRIP),4,11,160.0,2016-10-23,,,2016-10-23T13:14:37,170.0
Lat Pulldown,1,9,185.0,2016-10-23,,,2016-10-23T13:14:37,170.0
Rear delt fly,3,12,140.0,2016-10-23,,,2016-10-23T13:14:37,140.0
Incline Bench Press (Barbell),3,8,237.5,2016-10-24,,,2016-10-24T14:07:25,250.0
Incline Press (Dumbbell),2,10,190.0,2016-10-24,,,2016-10-24T14:07:25,180.0
Overhead Press (Barbell),2,10,130.0,2016-10-24,,,2016-10-24T14:07:25,165.0
Leg press (hinge ),3,10,610.0,2016-10-26,,,2016-10-26T18:05:53,630.0
Romanian Deadlift (Barbell),2,6,215.0,2016-10-26,,,2016-10-26T18:05:53,240.0
Squat (Barbell),2,4,315.0,2016-10-26,,,2016-10-26T18:05:53,365.0
Bicep Curl (Barbell),2,8,105.0,2016-10-27,,,2016-10-27T20:33:09,85.0
Chin Up,4,6,80.0,2016-10-27,,,2016-10-27T20:33:09,82.5
Lat Pulldown,2,9,170.0,2016-10-27,,,2016-10-27T20:33:09,180.0
Seated Cable Row (close Grip),4,10,205.0,2016-10-27,,,2016-10-27T20:33:09,205.0
Seated Shoulder  Press (Barbell),4,6,230.0,2016-10-28,,,2016-10-28T20:25:53,235.0
Shoulder Press (Standing),1,10,65.0,2016-10-28,,,2016-10-28T20:25:53,95.0
Weighted dips,3,11,90.0,2016-10-28,,,2016-10-28T20:25:53,127.5
Leg Extension (Machine),2,10,155.0,2016-10-30,,,2016-10-30T17:36:16,155.0
Leg outward fly,2,10,130.0,2016-10-30,,,2016-10-30T17:36:16,120.0
Leg press (hinge ),2,10,630.0,2016-10-30,,,2016-10-30T17:36:16,630.0
Romanian Deadlift (Barbell),1,7,240.0,2016-10-30,,,2016-10-30T17:36:16,245.0
Squat (Barbell),3,5,365.0,2016-10-30,,,2016-10-30T17:36:16,390.0
Chin Up,3,6,82.5,2016-10-31,,,2016-10-31T18:42:22,10.0
Hammer seated row (CLOSE GRIP),2,10,170.0,2016-10-31,,,2016-10-31T18:42:22,155.0
Lat Pulldown,3,10,180.0,2016-10-31,,,2016-10-31T18:42:22,195.0
Rear delt fly,3,12,140.0,2016-10-31,,,2016-10-31T18:42:22,145.0
Incline Bench Press (Barbell),2,6,250.0,2016-11-01,,,2016-11-01T18:21:54,252.5
Incline Press (Dumbbell),2,10,180.0,2016-11-01,,,2016-11-01T18:21:54,190.0
Shoulder Press (Standing),2,8,95.0,2016-11-01,,,2016-11-01T18:21:54,80.0
Squat (Barbell),1,3,390.0,2016-11-04,,,2016-11-04T18:41:56,365.0
Seated Shoulder  Press (Barbell),3,6,235.0,2016-11-05,,,2016-11-05T15:04:23,235.0
Shoulder Press (Standing),2,10,80.0,2016-11-05,,,2016-11-05T15:04:23,105.0
Weighted dips,2,8,127.5,2016-11-05,,,2016-11-05T15:04:23,127.5
Chin Up,3,60,10.0,2016-11-06,,,2016-11-06T14:07:16,70.0
Rear delt fly,3,10,145.0,2016-11-06,,,2016-11-06T14:07:16,140.0
Seated Cable Row (close Grip),2,10,205.0,2016-11-06,,,2016-11-06T14:07:16,205.0
Leg press (hinge ),3,10,630.0,2016-11-07,,,2016-11-07T17:28:02,360.0
Romanian Deadlift (Barbell),2,6,245.0,2016-11-07,,,2016-11-07T17:28:02,255.0
Squat (Barbell),2,5,365.0,2016-11-07,,,2016-11-07T17:28:02,335.0
Incline Bench Press (Barbell),2,5,252.5,2016-11-09,,,2016-11-09T16:51:30,255.0
Incline Press (Dumbbell),3,8,190.0,2016-11-09,,,2016-11-09T16:51:30,190.0
Bicep Curl (Barbell),4,10,85.0,2016-11-11,,,2016-11-11T18:50:03,95.0
Chin Up,3,9,70.0,2016-11-11,,,2016-11-11T18:50:03,72.5
Lat Pulldown,1,10,195.0,2016-11-11,,,2016-11-11T18:50:03,150.0
Rear delt fly,3,15,140.0,2016-11-11,,,2016-11-11T18:50:03,145.0
Seated Cable Row (close Grip),4,10,205.0,2016-11-11,,,2016-11-11T18:50:03,165.0
Leg press (hinge ),2,15,360.0,2016-11-12,,,2016-11-12T12:29:26,270.0
Romanian Deadlift (Barbell),2,6,255.0,2016-11-12,,,2016-11-12T12:29:26,255.0
Squat (Barbell),2,6,335.0,2016-11-12,,,2016-11-12T12:29:26,345.0
Lateral Raise (Dumbbells),2,10,40.0,2016-11-13,,,2016-11-13T16:30:45,30.0
Seated Shoulder  Press (Barbell),4,6,235.0,2016-11-13,,,2016-11-13T16:30:45,235.0
Shoulder Press (Standing),1,6,105.0,2016-11-13,,,2016-11-13T16:30:45,65.0
Tricep pushdown,3,10,70.0,2016-11-13,,,2016-11-13T16:30:45,160.0
Weighted dips,3,8,127.5,2016-11-13,,,2016-11-13T16:30:45,125.0
Bicep Curl (Barbell),3,11,95.0,2016-11-15,,,2016-11-15T17:17:46,97.5
Chin Up,1,9,72.5,2016-11-15,,,2016-11-15T17:17:46,55.0
Pull Up,2,9,35.0,2016-11-15,,,2016-11-15T17:17:46,25.0
Rear delt fly,3,15,145.0,2016-11-15,,,2016-11-15T17:17:46,135.0
Seated Cable Row (close Grip),2,10,165.0,2016-11-15,,,2016-11-15T17:17:46,205.0
Front Squat (Barbell),2,4,225.0,2016-11-16,,,2016-11-16T15:43:06,155.0
Leg curl,1,10,140.0,2016-11-16,,,2016-11-16T15:43:06,140.0
Squat (Barbell),2,6,345.0,2016-11-16,,,2016-11-16T15:43:06,375.0
Incline Bench Press (Barbell),2,5,255.0,2016-11-18,,,2016-11-18T15:18:43,257.5
Incline Press (Dumbbell),3,10,190.0,2016-11-18,,,2016-11-18T15:18:43,180.0
Shoulder Press (Standing),1,6,65.0,2016-11-18,,,2016-11-18T15:18:43,70.0
Bent Over Row (Dumbbell),3,10,100.0,2016-11-19,,,2016-11-19T11:55:36,100.0
Bicep Curl (Barbell),3,10,97.5,2016-11-19,,,2016-11-19T11:55:36,100.0
Chin Up,4,10,55.0,2016-11-19,,,2016-11-19T11:55:36,25.0
Lat Pulldown,1,10,150.0,2016-11-19,,,2016-11-19T11:55:36,185.0
Rear delt fly,3,15,135.0,2016-11-19,,,2016-11-19T11:55:36,135.0
Deadlift (Barbell),1,5,255.0,2016-11-21,,,2016-11-21T19:04:22,295.0
Front Squat (Barbell),1,5,155.0,2016-11-21,,,2016-11-21T19:04:22,225.0
Leg press (hinge ),1,10,270.0,2016-11-21,,,2016-11-21T19:04:22,360.0
Romanian Deadlift (Barbell),3,5,255.0,2016-11-21,,,2016-11-21T19:04:22,255.0
Squat (Barbell),1,5,375.0,2016-11-21,,,2016-11-21T19:04:22,275.0
Lateral Raise (Dumbbells),2,15,30.0,2016-11-22,,,2016-11-22T20:18:19,50.0
Seated Shoulder  Press (Barbell),3,6,235.0,2016-11-22,,,2016-11-22T20:18:19,135.0
Seated Shoulder Press (Dumbbell),1,10,80.0,2016-11-22,,,2016-11-22T20:18:19,170.0
Weighted dips,2,8,125.0,2016-11-22,,,2016-11-22T20:18:19,45.0
Bent Over Row (Dumbbell),4,10,100.0,2016-11-23,,,2016-11-23T17:08:52,100.0
Bicep Curl (Barbell),3,10,100.0,2016-11-23,,,2016-11-23T17:08:52,101.25
Chin Up,4,10,25.0,2016-11-23,,,2016-11-23T17:08:52,90.0
Pull Up,2,10,25.0,2016-11-23,,,2016-11-23T17:08:52,30.0
Rear delt fly,3,12,135.0,2016-11-23,,,2016-11-23T17:08:52,145.0
Leg press (hinge ),2,10,360.0,2016-11-25,,,2016-11-25T21:50:31,520.0
Squat (Barbell),1,5,275.0,2016-11-25,,,2016-11-25T21:50:31,345.0
Incline Bench Press (Barbell),3,5,257.5,2016-11-26,,,2016-11-26T15:07:27,255.0
Overhead Press (Barbell),2,8,165.0,2016-11-26,,,2016-11-26T15:07:27,185.0
Weighted dips,2,8,45.0,2016-11-26,,,2016-11-26T15:07:27,90.0
Bicep Curl (Barbell),3,9,101.25,2016-11-27,,,2016-11-27T16:59:48,100.0
Chin Up,2,5,90.0,2016-11-27,,,2016-11-27T16:59:48,60.0
Pull Up,3,10,30.0,2016-11-27,,,2016-11-27T16:59:48,10.0
Rear delt fly,3,15,145.0,2016-11-27,,,2016-11-27T16:59:48,145.0
Seated Cable Row (close Grip),2,10,205.0,2016-11-27,,,2016-11-27T16:59:48,190.0
Squat (Barbell),2,5,345.0,2016-11-28,,,2016-11-28T21:49:56,325.0
Seated Shoulder  Press (Barbell),2,4,135.0,2016-11-30,,,2016-11-30T19:27:51,135.0
Seated Shoulder Press (Dumbbell),3,8,170.0,2016-11-30,,,2016-11-30T19:27:51,55.0
Weighted dips,5,8,90.0,2016-11-30,,,2016-11-30T19:27:51,0.0
Bicep Curl (Barbell),3,10,100.0,2016-12-01,,,2016-12-01T20:28:46,100.0
Chin Up,2,10,60.0,2016-12-01,,,2016-12-01T20:28:46,60.0
Rear delt fly,3,15,145.0,2016-12-01,,,2016-12-01T20:28:46,140.0
Seated Cable Row (close Grip),2,10,190.0,2016-12-01,,,2016-12-01T20:28:46,190.0
Leg press (hinge ),2,8,520.0,2016-12-03,,,2016-12-03T17:22:02,540.0
Squat (Barbell),2,5,325.0,2016-12-03,,,2016-12-03T17:22:02,325.0
Incline Bench Press (Barbell),3,5,255.0,2016-12-04,,,2016-12-04T19:22:39,255.0
Overhead Press (Barbell),1,10,185.0,2016-12-04,,,2016-12-04T19:22:39,195.0
Weighted dips,2,10,0.0,2016-12-04,,,2016-12-04T19:22:39,115.0
Bent Over Row (Dumbbell),4,10,100.0,2016-12-06,,,2016-12-06T19:09:08,100.0
Bicep Curl (Barbell),3,10,100.0,2016-12-06,,,2016-12-06T19:09:08,102.5
Chin Up,5,10,60.0,2016-12-06,,,2016-12-06T19:09:08,62.5
Seated Shoulder  Press (Barbell),2,5,135.0,2016-12-08,,,2016-12-08T18:55:10,225.0
Weighted dips,2,10,115.0,2016-12-08,,,2016-12-08T18:55:10,60.0
Leg press (hinge ),2,10,540.0,2016-12-10,,,2016-12-10T16:51:16,360.0
Romanian Deadlift (Barbell),2,6,255.0,2016-12-10,,,2016-12-10T16:51:16,205.0
Squat (Barbell),3,5,325.0,2016-12-10,,,2016-12-10T16:51:16,315.0
Incline Bench Press (Barbell),2,5,255.0,2016-12-11,,,2016-12-11T21:04:38,260.0
Incline Press (Dumbbell),3,10,180.0,2016-12-11,,,2016-12-11T21:04:38,150.0
Weighted dips,2,8,60.0,2016-12-11,,,2016-12-11T21:04:38,105.0
Bicep Curl (Barbell),6,8,102.5,2016-12-13,,,2016-12-13T18:16:12,85.0
Chin Up,6,8,62.5,2016-12-13,,,2016-12-13T18:16:12,62.5
Rear delt fly,6,12,140.0,2016-12-13,,,2016-12-13T18:16:12,145.0
Seated Cable Row (close Grip),6,10,190.0,2016-12-13,,,2016-12-13T18:16:12,180.0
Incline Bench Press (Barbell),2,5,260.0,2016-12-16,,,2016-12-16T18:08:19,245.0
Weighted dips,3,8,105.0,2016-12-16,,,2016-12-16T18:08:19,90.0
Bent Over Row (Dumbbell),3,10,100.0,2016-12-18,,,2016-12-18T18:34:52,90.0
Chin Up,3,8,62.5,2016-12-18,,,2016-12-18T18:34:52,60.0
Hammer seated row (CLOSE GRIP),1,10,155.0,2016-12-18,,,2016-12-18T18:34:52,140.0
Seated Shoulder  Press (Barbell),3,8,225.0,2016-12-26,,,2016-12-26T16:01:02,225.0
Weighted dips,3,10,90.0,2016-12-26,,,2016-12-26T16:01:02,90.0
Bicep Curl (Barbell),3,10,85.0,2016-12-27,,,2016-12-27T20:08:18,100.0
Chin Up,3,7,60.0,2016-12-27,,,2016-12-27T20:08:18,0.0
Hammer seated row (CLOSE GRIP),2,10,140.0,2016-12-27,,,2016-12-27T20:08:18,205.0
Rear delt fly,3,12,145.0,2016-12-27,,,2016-12-27T20:08:18,130.0
Chin Up,4,12,0.0,2016-12-31,,,2016-12-31T17:16:15,50.0
Seated Cable Row (close Grip),4,10,180.0,2016-12-31,,,2016-12-31T17:16:15,190.0
Leg press (hinge ),4,10,360.0,2017-01-01,,,2017-01-01T16:16:32,500.0
Squat (Barbell),2,5,315.0,2017-01-01,,,2017-01-01T16:16:32,315.0
Lateral Raise (Dumbbells),3,10,50.0,2017-01-03,,,2017-01-03T18:34:44,60.0
Seated Shoulder  Press (Barbell),3,8,225.0,2017-01-03,,,2017-01-03T18:34:44,230.0
Weighted dips,3,10,90.0,2017-01-03,,,2017-01-03T18:34:44,100.0
Bent Over Row (Dumbbell),2,11,90.0,2017-01-05,,,2017-01-05T19:10:20,180.0
Bicep Curl (Barbell),3,10,100.0,2017-01-05,,,2017-01-05T19:10:20,90.0
Chin Up,4,10,50.0,2017-01-05,,,2017-01-05T19:10:20,35.0
Rear delt fly,3,12,130.0,2017-01-05,,,2017-01-05T19:10:20,145.0
Incline Bench Press (Barbell),3,6,245.0,2017-01-08,,,2017-01-08T06:09:37,235.0
Incline Press (Dumbbell),2,11,150.0,2017-01-08,,,2017-01-08T06:09:37,180.0
Bicep Curl (Barbell),4,10,90.0,2017-01-09,,,2017-01-09T06:09:51,90.0
Chin Up,4,10,35.0,2017-01-09,,,2017-01-09T06:09:51,45.0
Lat Pulldown,1,12,185.0,2017-01-09,,,2017-01-09T06:09:51,170.0
Pull Up,2,12,10.0,2017-01-09,,,2017-01-09T06:09:51,0.0
Rear delt fly,2,12,145.0,2017-01-09,,,2017-01-09T06:09:51,115.0
Seated Cable Row (close Grip),2,10,190.0,2017-01-09,,,2017-01-09T06:09:51,180.0
Leg press (hinge ),6,10,500.0,2017-01-11,,,2017-01-11T20:33:08,430.0
Romanian Deadlift (Barbell),4,6,205.0,2017-01-11,,,2017-01-11T20:33:08,265.0
Squat (Barbell),6,5,315.0,2017-01-11,,,2017-01-11T20:33:08,315.0
Seated Shoulder  Press (Barbell),2,6,230.0,2017-01-12,,,2017-01-12T20:38:44,230.0
Weighted dips,2,8,100.0,2017-01-12,,,2017-01-12T20:38:44,115.0
Chin Up,5,10,45.0,2017-01-14,,,2017-01-14T18:59:31,50.0
Incline Bench Press (Barbell),2,8,235.0,2017-01-17,,,2017-01-17T20:48:00,225.0
Leg press (hinge ),2,10,430.0,2017-01-18,,,2017-01-18T19:40:32,400.0
Romanian Deadlift (Barbell),2,6,265.0,2017-01-18,,,2017-01-18T19:40:32,225.0
Squat (Barbell),2,6,315.0,2017-01-18,,,2017-01-18T19:40:32,345.0
Chin Up,3,10,50.0,2017-01-20,,,2017-01-20T15:57:19,52.5
Seated Cable Row (close Grip),2,10,180.0,2017-01-20,,,2017-01-20T15:57:19,210.0
Seated Shoulder  Press (Barbell),2,6,230.0,2017-01-22,,,2017-01-22T18:53:10,225.0
Weighted dips,2,10,115.0,2017-01-22,,,2017-01-22T18:53:10,115.0
Leg press (hinge ),3,10,400.0,2017-01-24,,,2017-01-24T21:08:28,450.0
Romanian Deadlift (Barbell),2,8,225.0,2017-01-24,,,2017-01-24T21:08:28,185.0
Squat (Barbell),2,6,345.0,2017-01-24,,,2017-01-24T21:08:28,245.0
Chin Up,4,9,52.5,2017-01-25,,,2017-01-25T21:10:44,60.0
Incline Bench Press (Barbell),2,8,225.0,2017-01-28,,,2017-01-28T14:51:22,230.0
Leg press (hinge ),4,10,450.0,2017-01-29,,,2017-01-29T19:23:58,450.0
Squat (Barbell),2,8,245.0,2017-01-29,,,2017-01-29T19:23:58,275.0
